id_votante,centro_1,centro_2,centro_3,centro_4,centro_5,centro_6,centro_7,centro_8,centro_9,centro_10,centro_11,centro_12,centro_13,centro_14,centro_15,centro_16,centro_17,centro_18,centro_19,centro_20,centro_21,centro_22,centro_23,centro_24,centro_25,centro_26,centro_27,centro_28,centro_29,centro_30
492,1.245751,0.923487,0.984206,1.070491,0.727296,0.366922,0.272502,1.446866,1.212414,0.37997,0.457987,0.940006,0.768945,0.805056,0.441118,0.851388,0.367398,0.663736,0.488416,0.830309,0.956865,0.742985,0.606782,0.60921,0.284113,0.627543,0.521045,0.987616,0.433567,0.321633
493,0.783374,1.942516,1.447566,1.96199,0.454575,0.846533,1.31747,0.552977,1.604692,0.78421,1.543322,1.886153,1.825914,0.620466,1.044045,0.546086,0.952482,0.478809,0.804416,0.354066,0.753064,0.818354,1.710487,1.63698,0.877218,1.703145,1.520462,0.76827,0.957398,1.227044
494,1.295612,0.87989,0.994725,1.040383,0.785219,0.418425,0.240379,1.503818,1.222528,0.43156,0.407853,0.905386,0.721156,0.857616,0.469966,0.900512,0.399185,0.722193,0.530891,0.888592,0.997413,0.779667,0.551283,0.568153,0.338602,0.577716,0.487087,1.02773,0.46245,0.30761
495,0.977045,0.947373,0.062669,0.726413,1.078384,0.86489,0.88012,1.429755,0.167384,1.242145,0.976008,0.774228,0.986041,0.87722,0.641656,1.614815,1.357257,1.102216,1.400421,1.155457,1.812541,1.65728,1.112488,0.849144,0.927605,0.991864,0.779059,1.844324,1.425508,1.362577
496,1.496633,2.803138,1.887487,2.548609,2.136818,2.301608,2.609984,1.679446,1.745357,2.606041,2.774046,2.624461,2.839662,1.9232,2.22274,2.68642,2.794954,2.216337,2.734501,2.106758,2.918628,2.897214,2.935023,2.686669,2.392991,2.827536,2.596531,2.940721,2.84471,2.947798
497,0.143858,1.681307,0.843636,1.546739,0.715663,0.891417,1.279235,0.611437,0.890304,1.17606,1.483186,1.545985,1.647193,0.493085,0.871749,1.297885,1.366146,0.79231,1.305304,0.70497,1.532058,1.480972,1.661714,1.460672,0.981536,1.584797,1.347503,1.557753,1.414822,1.53535
498,1.429083,3.050496,2.135112,2.850758,2.03321,2.307877,2.709622,1.398963,2.059531,2.533562,2.908921,2.890907,3.045431,1.876682,2.302305,2.48651,2.730215,2.115127,2.632727,1.969879,2.703496,2.737596,3.085083,2.868085,2.394875,2.999345,2.760801,2.719407,2.766333,2.937066
499,1.308304,0.814441,0.371756,0.517551,1.381405,1.113061,0.988005,1.763217,0.326164,1.471985,1.008689,0.625459,0.911737,1.196603,0.873988,1.882598,1.556287,1.395547,1.626147,1.466045,2.064777,1.889978,1.100717,0.8348,1.158952,0.967253,0.809693,2.096917,1.625386,1.505671
500,1.489602,1.803478,1.736941,1.961754,0.867013,0.934151,1.164534,1.392409,1.952162,0.564934,1.322132,1.832051,1.636293,1.109523,1.16606,0.303642,0.529302,0.79706,0.414609,0.877758,0.123969,0.150026,1.428168,1.495366,0.87853,1.488491,1.413067,0.137007,0.470641,0.754346
501,0.375646,1.474092,0.823798,1.418481,0.308041,0.508551,0.958034,0.641711,0.96833,0.758033,1.180827,1.375247,1.4003,0.075031,0.570583,0.907538,0.950009,0.37877,0.88605,0.330378,1.138753,1.068652,1.362181,1.205478,0.592858,1.309744,1.08542,1.166434,0.996863,1.13518
502,1.642374,1.692541,1.756838,1.886148,1.002581,0.967581,1.08834,1.598437,1.980333,0.588189,1.210373,1.745295,1.517046,1.229374,1.177863,0.521314,0.468397,0.924372,0.432379,1.036434,0.375453,0.25074,1.29046,1.397997,0.894425,1.368737,1.331517,0.384438,0.399309,0.609398
503,0.151371,1.851732,1.086351,1.75749,0.616161,0.91521,1.366077,0.32133,1.163791,1.115652,1.586701,1.735694,1.792484,0.475906,0.971199,1.130142,1.312266,0.698287,1.21961,0.562387,1.362091,1.351091,1.768119,1.599196,0.996328,1.70997,1.480462,1.384275,1.349513,1.524115
504,1.138198,2.646378,1.723623,2.429912,1.775569,1.994593,2.35752,1.249442,1.629974,2.264008,2.54388,2.480125,2.654918,1.58443,1.954712,2.293233,2.458136,1.857202,2.380575,1.731243,2.521774,2.520695,2.715256,2.485024,2.084775,2.620702,2.383263,2.541882,2.502057,2.638195
505,1.478168,2.595369,1.70057,2.322541,2.100492,2.209682,2.46841,1.744691,1.533526,2.541314,2.61391,2.411668,2.648453,1.869607,2.100215,2.678005,2.722411,2.176058,2.680036,2.08677,2.912312,2.865693,2.765671,2.50827,2.300338,2.650743,2.427192,2.936851,2.777281,2.848054
506,0.133873,1.717425,0.970866,1.629371,0.514955,0.785544,1.231138,0.426685,1.064737,1.006875,1.451087,1.603806,1.656669,0.346934,0.835212,1.066625,1.202642,0.596516,1.119907,0.479548,1.300759,1.269795,1.632489,1.463256,0.868656,1.573884,1.344445,1.324966,1.243599,1.404119
507,0.434562,1.472945,0.581298,1.301234,0.841286,0.879017,1.170695,0.906039,0.597227,1.224059,1.348599,1.320982,1.464806,0.593628,0.779558,1.442556,1.397672,0.903763,1.370934,0.866949,1.671461,1.582564,1.518725,1.290207,0.969312,1.424582,1.186788,1.699951,1.455512,1.517035
508,1.630165,2.091401,1.986346,2.245298,1.049464,1.188409,1.450206,1.451263,2.195158,0.835609,1.610217,2.117701,1.924388,1.297208,1.42599,0.448838,0.816905,0.991589,0.693823,1.033557,0.235334,0.435108,1.71514,1.782666,1.142083,1.776565,1.698756,0.203313,0.758739,1.038269
509,1.223515,0.993103,1.019514,1.136092,0.681639,0.347017,0.340546,1.404616,1.247477,0.310837,0.527137,1.007506,0.838583,0.777784,0.459736,0.781764,0.304806,0.614307,0.419603,0.781966,0.888325,0.676128,0.673004,0.67857,0.257926,0.696826,0.588779,0.919206,0.37247,0.30688
510,1.484675,2.962702,2.03849,2.732191,2.120622,2.34106,2.697736,1.568765,1.926578,2.610501,2.880025,2.791798,2.979835,1.931427,2.296779,2.629372,2.80485,2.202413,2.725863,2.073899,2.855953,2.86164,3.049388,2.814184,2.43137,2.951513,2.715146,2.87516,2.848378,2.985067
511,1.498072,1.300029,1.428719,1.497302,0.873991,0.690141,0.704203,1.568553,1.656301,0.373771,0.817711,1.354305,1.125196,1.052446,0.859608,0.645594,0.177798,0.792285,0.298626,0.945054,0.639283,0.412573,0.902753,1.006038,0.602617,0.976766,0.943158,0.663686,0.146935,0.22084
512,0.551546,1.787583,1.221501,1.775985,0.304728,0.709784,1.195086,0.448425,1.368606,0.76141,1.424727,1.713471,1.686934,0.395834,0.872145,0.677691,0.951638,0.365399,0.828754,0.198427,0.907127,0.916319,1.600049,1.493445,0.762005,1.575228,1.373869,0.92832,0.973913,1.203237
513,0.935461,2.391754,1.468658,2.174885,1.5769,1.768223,2.115116,1.124544,1.37588,2.054741,2.297189,2.225047,2.402188,1.371543,1.715211,2.120162,2.246448,1.657314,2.17836,1.542799,2.352171,2.333935,2.46703,2.233909,1.859145,2.370433,2.133547,2.374182,2.293543,2.414332
514,1.615223,0.326386,0.702106,0.024384,1.483051,1.116227,0.779188,2.024318,0.791354,1.396228,0.685632,0.15071,0.469305,1.368878,0.895202,1.858783,1.416136,1.468494,1.52959,1.585663,1.996922,1.79011,0.705869,0.485625,1.122833,0.575468,0.534444,2.028436,1.481197,1.277717
515,1.357356,1.319986,1.349778,1.488383,0.728453,0.578736,0.688249,1.420314,1.575156,0.231663,0.838397,1.353848,1.15264,0.914827,0.772187,0.528304,0.055459,0.646487,0.155914,0.797424,0.56617,0.339739,0.948634,1.013431,0.496997,1.004974,0.93567,0.594437,0.014064,0.298929
516,1.257144,2.640313,1.717383,2.402014,1.898442,2.079101,2.407419,1.431221,1.59563,2.373546,2.5805,2.466545,2.664866,1.690121,2.013246,2.441815,2.564245,1.978626,2.498909,1.865069,2.673505,2.656179,2.746018,2.504364,2.170334,2.643504,2.409207,2.695271,2.612379,2.725791
517,0.872506,0.898804,0.203601,0.766033,0.841228,0.59939,0.66159,1.287622,0.426362,0.976173,0.799924,0.757722,0.887451,0.666877,0.376821,1.355448,1.093842,0.855888,1.134464,0.927647,1.549227,1.391489,0.959095,0.717306,0.661746,0.855292,0.621102,1.581113,1.161757,1.114626
518,0.450927,1.308774,0.515448,1.186967,0.620013,0.615379,0.930749,0.88245,0.630317,0.964856,1.123395,1.17703,1.274975,0.378642,0.528953,1.214806,1.135408,0.67195,1.114386,0.667598,1.438314,1.334675,1.299315,1.089943,0.705676,1.216708,0.978542,1.467899,1.194134,1.254521
519,1.1565,0.658306,0.616696,0.710696,0.837422,0.441985,0.207814,1.476593,0.840695,0.713905,0.368466,0.608513,0.563236,0.789407,0.268358,1.171849,0.761755,0.807628,0.855218,0.945449,1.317545,1.119677,0.544913,0.368035,0.436999,0.473852,0.247517,1.349408,0.83016,0.702432
520,0.365498,1.82679,0.930077,1.651823,0.980824,1.1385,1.492229,0.752524,0.91048,1.438032,1.682989,1.674901,1.814925,0.756631,1.088641,1.558975,1.626305,1.057627,1.569482,0.9667,1.793318,1.746096,1.857082,1.636924,1.229622,1.768657,1.530163,1.81845,1.676508,1.785064
521,1.320534,0.575257,0.388988,0.333436,1.266005,0.943556,0.74061,1.746611,0.488671,1.276585,0.743019,0.391625,0.651979,1.118079,0.704743,1.71319,1.338834,1.265451,1.424903,1.361526,1.878674,1.690166,0.833256,0.567038,0.973495,0.70015,0.546001,1.9108,1.407389,1.261957
522,1.055203,2.725354,1.825623,2.5472,1.648853,1.933745,2.348848,1.016203,1.778121,2.149641,2.554184,2.57399,2.707741,1.499048,1.941552,2.101783,2.346321,1.730623,2.247068,1.584061,2.320303,2.351525,2.732474,2.525411,2.019443,2.652853,2.414713,2.336783,2.381531,2.557342
523,1.024788,1.879022,1.529883,1.948496,0.511515,0.808602,1.226934,0.851473,1.714216,0.614294,1.439404,1.851479,1.741865,0.745631,1.039507,0.2554,0.744296,0.485003,0.582641,0.458641,0.453536,0.536089,1.591491,1.564062,0.807458,1.606947,1.45544,0.469203,0.732226,1.027494
524,1.043944,0.867979,0.72413,0.933107,0.636105,0.229977,0.266445,1.312418,0.95194,0.501427,0.493909,0.830439,0.752225,0.632316,0.176412,0.951136,0.578323,0.597391,0.65014,0.745145,1.104647,0.91533,0.673866,0.561341,0.214123,0.63856,0.444663,1.136704,0.647384,0.58953
525,1.143693,1.585453,1.396969,1.697795,0.509705,0.601437,0.928017,1.108678,1.60632,0.286406,1.123006,1.583259,1.434424,0.748715,0.840967,0.186564,0.38226,0.436606,0.219091,0.534587,0.354751,0.257123,1.261597,1.269311,0.563199,1.292789,1.170595,0.3864,0.368146,0.665348
526,0.953033,1.194848,0.323416,0.939688,1.210355,1.070676,1.145929,1.423913,0.133717,1.451598,1.248109,1.013587,1.248583,0.980689,0.868916,1.783726,1.584337,1.249482,1.609991,1.269965,1.994664,1.858009,1.38369,1.119024,1.14388,1.261598,1.051132,2.025742,1.651146,1.61411
527,0.962779,2.52569,1.608851,2.324435,1.596305,1.828548,2.206259,1.062863,1.535459,2.087914,2.398857,2.364932,2.524465,1.411501,1.800784,2.10773,2.282857,1.678188,2.201615,1.549124,2.335778,2.337351,2.572832,2.349751,1.917999,2.482968,2.244658,2.355695,2.325351,2.469312
528,0.401226,1.416099,0.558801,1.266073,0.734008,0.767985,1.07671,0.866119,0.617964,1.111035,1.262514,1.27276,1.396073,0.486366,0.679105,1.334826,1.285137,0.79434,1.257922,0.765282,1.562592,1.470603,1.4358,1.216136,0.85861,1.347176,1.108653,1.591361,1.34272,1.408347
529,0.893808,0.89234,0.514764,0.874706,0.632852,0.30268,0.428878,1.225011,0.739565,0.66842,0.62632,0.807237,0.817947,0.541056,0.064772,1.073989,0.780622,0.622555,0.825742,0.735491,1.254531,1.086038,0.805418,0.623902,0.352914,0.736143,0.504886,1.286649,0.848573,0.815347
530,1.285959,1.498445,1.423587,1.643123,0.644509,0.622398,0.850096,1.285982,1.642383,0.244648,1.022158,1.516937,1.33705,0.865655,0.848278,0.322067,0.234252,0.564454,0.091794,0.68964,0.379046,0.174296,1.144054,1.18617,0.56012,1.191095,1.098346,0.409714,0.198649,0.505966
531,0.351287,1.532545,0.655198,1.371659,0.800113,0.876723,1.19929,0.822485,0.681145,1.207442,1.385785,1.385278,1.51663,0.554635,0.799942,1.400208,1.38664,0.867061,1.350156,0.81658,1.631276,1.552596,1.558962,1.337956,0.967929,1.469675,1.231202,1.659069,1.442142,1.520773
532,0.740022,1.045017,0.536778,1.006952,0.515439,0.283869,0.568814,1.070867,0.744857,0.663848,0.776649,0.951335,0.974193,0.390935,0.161343,1.018088,0.807905,0.521187,0.821941,0.610894,1.216638,1.070236,0.95701,0.780248,0.363989,0.891571,0.661204,1.248295,0.872326,0.892143
533,0.776262,0.975718,0.322236,0.875188,0.709695,0.49034,0.64131,1.172783,0.530809,0.871009,0.810589,0.850205,0.942034,0.537322,0.291489,1.232881,1.00223,0.726047,1.029628,0.79577,1.431668,1.281938,0.980873,0.75954,0.561364,0.890102,0.651601,1.46336,1.068769,1.05104
534,1.439055,2.096998,1.88704,2.218265,0.899934,1.110777,1.441884,1.22722,2.085112,0.801815,1.625428,2.102071,1.939764,1.144165,1.351286,0.339461,0.839611,0.854786,0.689066,0.864655,0.254022,0.477382,1.750086,1.782102,1.081096,1.794936,1.6872,0.235876,0.794768,1.09768
535,0.480646,1.429387,0.5325,1.253283,0.856177,0.870012,1.143149,0.952002,0.54688,1.222523,1.316167,1.275459,1.42487,0.608647,0.757818,1.456718,1.392423,0.915583,1.371633,0.887636,1.683933,1.588631,1.484525,1.252422,0.959409,1.387997,1.150819,1.712845,1.451569,1.502899
536,1.374513,2.948608,2.028223,2.738631,1.995519,2.248512,2.63387,1.396549,1.941149,2.492904,2.827297,2.785039,2.951036,1.824467,2.227865,2.475199,2.689033,2.077681,2.599281,1.939253,2.697162,2.71813,3.001309,2.777434,2.337099,2.911077,2.672842,2.71467,2.728385,2.885221
537,0.686208,2.043993,1.4659,2.034184,0.55201,0.959014,1.44199,0.369133,1.600304,0.954764,1.670959,1.971799,1.939855,0.648386,1.129867,0.744099,1.132141,0.599718,0.990125,0.442959,0.947692,1.016106,1.843692,1.747225,1.00397,1.824853,1.628174,0.961539,1.14217,1.40054
538,0.929066,1.807297,1.43031,1.864972,0.409335,0.725026,1.160563,0.786964,1.612465,0.571295,1.378124,1.772475,1.675526,0.641841,0.950941,0.30221,0.721842,0.38766,0.566506,0.354895,0.523867,0.568519,1.53567,1.494029,0.731799,1.543843,1.382871,0.543563,0.719415,1.002351
539,0.517143,2.038596,1.132073,1.853326,1.156815,1.346378,1.709961,0.794127,1.088966,1.630781,1.901393,1.883166,2.030819,0.947432,1.305553,1.713865,1.82219,1.236469,1.7559,1.128686,1.947475,1.917933,2.075422,1.854075,1.437006,1.986411,1.747976,1.97086,1.869609,1.991691
540,1.121531,2.34748,1.430767,2.097358,1.747395,1.874117,2.161198,1.395686,1.292137,2.196164,2.320614,2.169752,2.382921,1.519827,1.780121,2.321726,2.380162,1.823871,2.332059,1.731168,2.555976,2.512687,2.480046,2.230464,1.965296,2.371546,2.141327,2.580332,2.433365,2.517219
541,0.576144,1.643595,0.72088,1.433128,1.087104,1.138891,1.407697,1.021102,0.650724,1.484233,1.571982,1.477641,1.65733,0.841395,1.028043,1.687041,1.658332,1.153709,1.630182,1.101658,1.918253,1.837712,1.7357,1.493915,1.228867,1.632756,1.398491,1.946009,1.716113,1.774099
542,0.181476,1.833094,0.980226,1.690993,0.821182,1.03384,1.432121,0.558678,1.0054,1.299919,1.637324,1.695048,1.801193,0.61839,1.024682,1.381101,1.493001,0.90118,1.421928,0.793453,1.615153,1.58203,1.816052,1.615057,1.122864,1.739385,1.502053,1.639163,1.538522,1.6738
543,1.41873,1.960005,1.793467,2.091724,0.839087,1.003281,1.307648,1.255749,1.998196,0.672752,1.48522,1.971456,1.800034,1.086734,1.243259,0.241752,0.694974,0.783548,0.549455,0.821249,0.104736,0.327279,1.605832,1.646351,0.965356,1.654273,1.554565,0.092547,0.647591,0.948706
544,1.320122,1.131495,1.196035,1.298993,0.726867,0.473482,0.498818,1.446434,1.423596,0.252783,0.651344,1.163784,0.966187,0.870174,0.628028,0.678763,0.143248,0.649596,0.293867,0.814507,0.748331,0.52568,0.770476,0.823654,0.382956,0.819261,0.745776,0.777719,0.203877,0.198888
545,0.712857,1.970547,1.046348,1.74823,1.318835,1.434146,1.733336,1.064151,0.948848,1.758084,1.902291,1.801253,1.988375,1.085678,1.345556,1.903725,1.940909,1.393326,1.895957,1.310861,2.137953,2.083352,2.0671,1.825817,1.525356,1.964665,1.730206,2.163511,1.994731,2.07777
546,1.350544,2.02488,1.796239,2.138422,0.806925,1.024061,1.368182,1.152819,1.993281,0.726447,1.557121,2.024878,1.870542,1.051223,1.264335,0.25641,0.779648,0.762133,0.623649,0.772305,0.233258,0.436068,1.686922,1.709181,0.997452,1.726924,1.61187,0.226554,0.739877,1.046219
547,1.579795,2.392979,1.556101,2.095961,2.151892,2.184921,2.367516,1.928151,1.356059,2.544008,2.483029,2.204697,2.470627,1.907587,2.0366,2.749356,2.710932,2.220048,2.693075,2.159016,2.981919,2.904553,2.618492,2.35244,2.271958,2.49457,2.286651,3.009067,2.77146,2.797735
548,0.362725,1.609912,0.972169,1.564632,0.281983,0.595727,1.067724,0.512467,1.110343,0.778252,1.29462,1.517144,1.528368,0.176556,0.697219,0.844641,0.974718,0.363873,0.887281,0.252036,1.078921,1.038123,1.475098,1.33317,0.670699,1.431083,1.212657,1.104399,1.013396,1.187433
549,2.014989,2.813123,2.004305,2.505811,2.602672,2.643954,2.820754,2.331925,1.797231,3.001991,2.929392,2.624109,2.901381,2.360049,2.494894,3.197367,3.169792,2.672373,3.150339,2.605312,3.430736,3.358935,3.059602,2.792021,2.73107,2.9333,2.731243,3.457345,3.23011,3.256142
550,1.281131,0.630695,0.341108,0.384913,1.250572,0.941064,0.766929,1.712668,0.433032,1.283033,0.782808,0.44728,0.704275,1.09403,0.700834,1.712514,1.353,1.253539,1.433522,1.343872,1.883061,1.698653,0.879758,0.61216,0.975964,0.74756,0.58355,1.915223,1.421845,1.287016
551,1.386322,1.908194,1.744007,2.039268,0.797553,0.952266,1.25548,1.238864,1.94974,0.620295,1.433929,1.919093,1.748671,1.045292,1.19205,0.196868,0.644865,0.73972,0.497799,0.784343,0.07766,0.282659,1.555721,1.594363,0.913476,1.603099,1.502294,0.083098,0.598862,0.901622
552,0.258601,1.802331,1.097664,1.734883,0.47712,0.81071,1.279122,0.314363,1.203149,0.978151,1.504635,1.699206,1.729427,0.380982,0.899029,0.975521,1.174704,0.558425,1.075041,0.413475,1.207445,1.198672,1.685605,1.534524,0.886014,1.637197,1.414365,1.229679,1.208782,1.397322
553,1.455717,1.681061,1.642,1.843807,0.82036,0.840384,1.045143,1.398448,1.860443,0.46296,1.199259,1.712323,1.513173,1.055185,1.066614,0.323206,0.408126,0.745044,0.306651,0.845918,0.227515,0.055051,1.304325,1.373967,0.778471,1.365252,1.293483,0.249653,0.347789,0.631099
554,1.0215,0.956466,0.797484,1.030376,0.563191,0.159345,0.328206,1.258965,1.023617,0.406282,0.55764,0.925594,0.832847,0.59155,0.223609,0.853407,0.497328,0.517099,0.557652,0.671836,1.008425,0.822334,0.733322,0.64561,0.119704,0.711706,0.531981,1.040522,0.565819,0.54609
555,1.157962,0.592589,0.425515,0.537987,0.969525,0.613415,0.423953,1.534474,0.635244,0.932914,0.501622,0.479645,0.565405,0.863321,0.38351,1.376058,0.995618,0.956762,1.080373,1.072097,1.535916,1.345625,0.646542,0.395727,0.634267,0.53569,0.30825,1.567999,1.064388,0.936725
556,1.551043,0.578695,1.020139,0.81432,1.113371,0.715761,0.248934,1.815348,1.232032,0.784592,0.114406,0.658795,0.401391,1.141339,0.656309,1.24802,0.718542,1.058249,0.868485,1.220438,1.323745,1.098206,0.196652,0.313155,0.656051,0.253241,0.30952,1.352525,0.771025,0.506831
557,0.658239,1.093423,0.384308,0.989657,0.642342,0.494219,0.727721,1.059611,0.564017,0.871406,0.910781,0.967919,1.056385,0.445275,0.342663,1.196502,1.019929,0.670294,1.028514,0.718951,1.405291,1.27108,1.084669,0.87145,0.576195,0.999144,0.760748,1.436437,1.083959,1.098741
558,1.11848,0.632153,0.39852,0.569618,0.939327,0.591198,0.43685,1.496824,0.613395,0.920219,0.529764,0.516804,0.604198,0.827709,0.3571,1.357771,0.990387,0.928885,1.069796,1.040937,1.521877,1.334997,0.679282,0.432179,0.617007,0.571065,0.340371,1.554008,1.059371,0.942931
559,0.965789,0.949906,0.726157,0.999552,0.549861,0.146352,0.353043,1.225415,0.95127,0.46407,0.581258,0.904153,0.838212,0.547249,0.148815,0.89486,0.568921,0.513849,0.619236,0.658835,1.060687,0.8822,0.760861,0.64626,0.153724,0.726035,0.528355,1.092854,0.636884,0.621615
560,0.507338,1.569449,0.65354,1.373384,0.98521,1.031646,1.308475,0.96781,0.614948,1.377037,1.477877,1.408482,1.574878,0.738519,0.924492,1.586016,1.55089,1.050356,1.523378,1.003826,1.816406,1.732565,1.644135,1.407007,1.121724,1.544376,1.308468,1.844457,1.608719,1.66783
561,0.969823,0.781457,0.37171,0.718073,0.798827,0.479683,0.467657,1.343451,0.599838,0.836793,0.61495,0.670192,0.7393,0.675841,0.239207,1.251462,0.933359,0.79485,0.992198,0.897713,1.429037,1.255015,0.781085,0.555877,0.522947,0.687036,0.448737,1.461192,1.002243,0.930286
562,1.652799,2.469478,1.636583,2.170644,2.229482,2.265665,2.448628,1.993504,1.43547,2.624113,2.563392,2.281008,2.548797,1.985663,2.117892,2.826216,2.791525,2.29812,2.772874,2.235299,3.059031,2.983331,2.698181,2.43188,2.352815,2.573913,2.366767,3.086029,2.851914,2.879008
563,0.369569,1.686345,0.788128,1.509827,0.925205,1.038436,1.36839,0.812632,0.774828,1.357657,1.553587,1.533363,1.677432,0.687492,0.968923,1.51803,1.540956,0.997529,1.495906,0.926404,1.751413,1.687307,1.725889,1.501368,1.129814,1.634551,1.396316,1.777999,1.594416,1.684234
564,1.467841,2.614084,1.715113,2.34409,2.093701,2.210653,2.476821,1.724552,1.551905,2.538842,2.625213,2.431085,2.664566,1.864795,2.105452,2.668152,2.721164,2.169891,2.676285,2.077802,2.902365,2.859011,2.778473,2.522293,2.301511,2.664613,2.439758,2.926605,2.775373,2.850696
565,0.855221,1.180177,0.871399,1.227333,0.333446,0.087053,0.559077,1.04249,1.084027,0.331934,0.788105,1.135492,1.06241,0.406602,0.322997,0.691712,0.499619,0.286289,0.487284,0.441533,0.880155,0.730695,0.962146,0.873087,0.125484,0.942827,0.756977,0.912042,0.557626,0.65614
566,0.585823,1.661183,0.738023,1.448916,1.103858,1.158465,1.427662,1.026916,0.663811,1.503118,1.591622,1.494646,1.675868,0.858517,1.048097,1.703442,1.677576,1.170915,1.648782,1.11725,1.93489,1.855513,1.755125,1.512929,1.248498,1.6519,1.417805,1.962551,1.735225,1.793974
567,1.938464,0.274074,1.044995,0.328293,1.740621,1.348859,0.92797,2.329578,1.134235,1.569842,0.756846,0.316018,0.448421,1.657173,1.153531,2.042416,1.548669,1.714293,1.683763,1.847322,2.150718,1.931043,0.689845,0.587106,1.335828,0.596255,0.68779,2.180929,1.607361,1.356324
568,0.898866,1.293998,1.014813,1.360394,0.294574,0.22688,0.651767,1.018111,1.224976,0.230142,0.874933,1.261723,1.165134,0.453799,0.466898,0.546384,0.42169,0.221381,0.370571,0.389284,0.736721,0.597249,1.040773,0.981408,0.218454,1.037214,0.869521,0.768474,0.468779,0.631793
569,0.605525,1.28745,0.770906,1.270721,0.254252,0.274892,0.734012,0.846438,0.956652,0.56127,0.960427,1.207603,1.197912,0.16634,0.370068,0.811876,0.743987,0.277574,0.704747,0.344956,1.02933,0.919814,1.141038,1.002835,0.360295,1.097551,0.882311,1.059599,0.797209,0.908754
570,0.819056,0.982047,0.55687,0.964115,0.544485,0.245999,0.487447,1.137189,0.77471,0.624953,0.697147,0.898213,0.903321,0.451683,0.080004,1.007623,0.755631,0.538095,0.783564,0.645975,1.196632,1.038532,0.877916,0.708545,0.31398,0.815869,0.588625,1.228594,0.821805,0.822169
571,1.049942,1.412992,1.214878,1.513895,0.410325,0.415293,0.755892,1.091876,1.42746,0.135945,0.961206,1.402745,1.268051,0.623293,0.653867,0.368355,0.309456,0.328536,0.195015,0.470536,0.537821,0.393936,1.110118,1.096607,0.375354,1.129941,0.993842,0.569867,0.331106,0.577011
572,0.698098,1.084911,0.272571,0.941725,0.771845,0.623755,0.801586,1.13081,0.431401,1.003203,0.963112,0.941857,1.070679,0.561424,0.447723,1.332109,1.146235,0.803455,1.160927,0.84324,1.541211,1.405657,1.129205,0.896171,0.702369,1.031534,0.794507,1.572363,1.211345,1.208988
573,1.461559,0.526164,0.898303,0.72455,1.061412,0.65596,0.170401,1.74767,1.109706,0.784151,0.059414,0.575444,0.364881,1.065861,0.563121,1.255627,0.748508,1.013036,0.88688,1.169986,1.351739,1.130935,0.238839,0.225312,0.608598,0.224131,0.192558,1.381672,0.807304,0.573566
574,0.110147,1.801636,1.03466,1.70574,0.593288,0.876341,1.321921,0.369954,1.114131,1.089756,1.541343,1.68461,1.743948,0.437345,0.924871,1.125217,1.286039,0.675374,1.198436,0.547625,1.358363,1.338701,1.722714,1.550982,0.95899,1.662892,1.432531,1.381413,1.32527,1.492015
575,0.911505,1.949855,1.036756,1.698917,1.482728,1.546241,1.791393,1.291005,0.893476,1.891999,1.939678,1.771427,1.989035,1.24043,1.425476,2.078372,2.066488,1.552609,2.037027,1.487297,2.311384,2.240142,2.094594,1.840919,1.635868,1.982774,1.755684,2.338247,2.124247,2.178068
576,0.536786,2.153694,1.453024,2.094446,0.735301,1.121842,1.603796,0.070225,1.545049,1.206996,1.832528,2.055915,2.072757,0.721085,1.241823,1.061483,1.396297,0.805143,1.268421,0.637504,1.271576,1.325974,2.011717,1.87756,1.185822,1.973211,1.757019,1.286367,1.416176,1.648624
577,1.107544,2.624019,1.701883,2.409885,1.744504,1.965329,2.330449,1.217819,1.611315,2.23338,2.51777,2.458587,2.631048,1.554169,1.92718,2.261464,2.427627,1.826172,2.349573,1.699827,2.489965,2.489153,2.689563,2.460383,2.055419,2.595709,2.358097,2.51006,2.471357,2.608585
578,1.380756,1.543477,1.510689,1.70307,0.739522,0.712259,0.904786,1.367206,1.731124,0.331555,1.062696,1.572164,1.377206,0.962634,0.933245,0.350758,0.268994,0.660055,0.172934,0.780788,0.342732,0.114876,1.17308,1.235022,0.645703,1.229704,1.153233,0.370216,0.212418,0.509837
579,0.927252,1.148755,0.902459,1.214491,0.390536,0.09993,0.512923,1.107261,1.119988,0.28165,0.739611,1.114917,1.023246,0.478505,0.334911,0.680939,0.436397,0.334014,0.43997,0.496372,0.856011,0.692774,0.9102,0.837422,0.07315,0.898604,0.724262,0.888132,0.497027,0.584204
580,1.770078,2.422553,1.63712,2.112575,2.31727,2.317241,2.459177,2.138809,1.422878,2.685263,2.556472,2.233531,2.515512,2.070453,2.152086,2.917897,2.844378,2.381803,2.837747,2.332332,3.148467,3.05895,2.680889,2.412478,2.401582,2.552775,2.356711,3.176508,2.90706,2.911774
581,0.779995,1.999368,1.075651,1.769093,1.383573,1.491332,1.780386,1.128615,0.965409,1.819157,1.94504,1.827442,2.022594,1.149056,1.396491,1.969773,2.000825,1.45758,1.958154,1.376862,2.20395,2.147649,2.107795,1.863304,1.582383,2.003054,1.769987,2.229621,2.055291,2.133505
582,0.976055,1.038208,0.168621,0.796921,1.141477,0.955883,0.990969,1.439127,0.064268,1.335561,1.086221,0.859855,1.08666,0.927427,0.739837,1.69393,1.457067,1.171485,1.494153,1.211988,1.896886,1.748196,1.220399,0.955618,1.022758,1.098197,0.888503,1.92845,1.524904,1.470167
